,No.,Movie,Year,IMDB_rating,Number of votes,Meta favor,Meta score,Certificate,Runtime,Genre,Gross Exact Value,Gross Approximation,movie_url
26,279,Father Figures,2017,5.5,16838,,,R,113 min,"Comedy, Drama","17,501,244",$17.50M,/title/tt1966359/
27,281,Super Dark Times,2017,6.6,16798,,,Not Rated,103 min,"Crime, Drama, Horror","33,109",$0.03M,/title/tt5112578/
28,282,Creep 2,2017,6.4,16662,,,Not Rated,78 min,"Horror, Thriller",,,/title/tt3654796/
29,283,The 12th Man,2017,7.4,16622,,,Unrated,135 min,"Drama, History, Thriller",,,/title/tt3300980/
30,285,Once Upon a Time in Venice,2017,5.3,16518,,,Not Rated,94 min,"Action, Comedy",,,/title/tt4694544/
31,286,The Keepers,2017,8.1,16309,,,TV-MA,436 min,"Documentary, Crime",,,/title/tt6792200/
32,287,Crooked House,2017,6.3,16275,,,PG-13,115 min,"Crime, Drama, Mystery",,,/title/tt1869347/
33,288,Wheelman,2017,6.4,16266,,,TV-MA,82 min,"Action, Thriller",,,/title/tt5723286/
34,289,Unicorn Store,2017,5.5,16230,,,TV-PG,92 min,"Comedy, Drama, Fantasy",,,/title/tt2338454/
35,290,Naked,2017,5.4,16216,,,TV-14,96 min,"Comedy, Fantasy, Romance",,,/title/tt6048930/
36,292,Jeepers Creepers III,2017,3.9,16143,,,Not Rated,100 min,"Action, Horror, Mystery","2,235,162",$2.24M,/title/tt1139592/
37,293,Chalard games goeng,2017,7.6,16120,,,TV-MA,130 min,"Comedy, Crime, Drama",,,/title/tt6788942/
38,294,The Party,2017,6.6,16015,,,R,71 min,"Comedy, Drama","749,827",$0.75M,/title/tt5814592/
39,298,Time Trap,2017,6.5,15599,,,Not Rated,87 min,"Action, Adventure, Sci-Fi",,,/title/tt4815122/
0,302,Brad's Status,2017,6.5,15132,,,R,102 min,"Comedy, Drama, Music","2,133,158",$2.13M,/title/tt5884230/
1,303,Security,2017,5.7,15091,,,R,88 min,"Action, Crime, Thriller",,,/title/tt3501112/
2,304,Newton,2017,7.7,15004,,,Not Rated,106 min,Drama,,,/title/tt6484982/
3,305,A Christmas Prince,2017,5.7,14960,,,TV-PG,92 min,"Comedy, Family, Romance",,,/title/tt7608418/
4,306,My Friend Dahmer,2017,6.2,14858,,,R,107 min,"Biography, Drama","1,355,664",$1.36M,/title/tt2291540/
5,307,Brigsby Bear,2017,7.3,14849,,,PG-13,97 min,"Comedy, Drama","532,669",$0.53M,/title/tt5805752/
6,308,Mayhem,2017,6.3,14689,,,Unrated,86 min,"Action, Comedy, Horror",,,/title/tt4348012/
7,309,Girlboss,2017,7.0,14537,,,TV-MA,26 min,Comedy,,,/title/tt5706996/
8,311,Rememory,2017,6.2,14396,,,PG-13,111 min,"Drama, Mystery, Sci-Fi",,,/title/tt2331047/
9,314,The Current War,2017,6.5,14266,,,PG-13,102 min,"Biography, Drama, History",,,/title/tt2140507/
10,318,One Cut of the Dead,2017,7.7,13973,,,Not Rated,96 min,"Comedy, Horror",,,/title/tt7914416/
11,319,Blade of the Immortal,2017,6.8,13943,,,R,140 min,"Action, Drama","150,532",$0.15M,/title/tt5084170/
12,320,Recep Ivedik 5,2017,3.3,13799,,,,114 min,Comedy,,,/title/tt6439558/
13,321,First They Killed My Father,2017,7.2,13686,,,TV-MA,136 min,"Biography, Drama, History",,,/title/tt4882376/
14,322,Sandy Wexler,2017,5.1,13594,,,TV-14,130 min,Comedy,,,/title/tt5893332/
15,324,The Insult,2017,7.7,13564,,,R,113 min,"Crime, Drama, Thriller","1,001,305",$1.00M,/title/tt7048622/
16,325,Abducted in Plain Sight,2017,6.8,13562,,,TV-14,91 min,"Documentary, Crime, Drama",,,/title/tt3444312/
17,326,Tubelight,2017,4.0,13441,,,Not Rated,136 min,"Drama, War","930,058",$0.93M,/title/tt5882970/
18,327,How to Be a Latin Lover,2017,5.9,13353,,,PG-13,115 min,"Comedy, Drama","32,088,029",$32.09M,/title/tt4795124/
19,328,A Taxi Driver,2017,7.8,13280,,,Not Rated,137 min,"Action, Drama, History","1,527,829",$1.53M,/title/tt6878038/
20,330,Hangman,2017,5.2,13230,,,R,98 min,"Crime, Drama, Mystery",,,/title/tt3011960/
21,333,OtherLife,2017,6.3,13114,,,TV-MA,96 min,"Crime, Mystery, Sci-Fi",,,/title/tt4693358/
22,334,Unforgettable,2017,5.1,13114,,,R,100 min,"Drama, Thriller","11,274,490",$11.27M,/title/tt3462710/
23,336,Forgotten,2017,7.4,13081,,,TV-MA,108 min,"Mystery, Thriller",,,/title/tt7057496/
24,337,Gypsy,2017,6.9,13075,,,TV-MA,51 min,"Drama, Thriller",,,/title/tt5503718/
25,338,Columbus,2017,7.2,13031,,,Not Rated,100 min,Drama,"1,017,107",$1.02M,/title/tt5990474/
26,340,The Man with the Iron Heart,2017,6.4,12923,,,R,120 min,"Action, Biography, Thriller",,,/title/tt3296908/
27,341,Masum,2017,8.5,12799,,,TV-14,60 min,"Crime, Drama, Mystery",,,/title/tt6478318/
28,343,Singularity,2017,3.8,12597,,,PG-13,92 min,"Action, Adventure, Drama","4,176",$0.00M,/title/tt7312940/
29,345,The Rider,2017,7.4,12432,,,R,104 min,"Drama, Western","2,419,031",$2.42M,/title/tt6217608/
30,346,The Super,2017,6.0,12333,,,R,90 min,"Horror, Mystery, Thriller",,,/title/tt5884784/
31,347,BPM (Beats Per Minute),2017,7.4,12312,,,Not Rated,143 min,Drama,"125,189",$0.13M,/title/tt6135348/
32,349,12 Feet Deep,2017,5.7,12252,,,Not Rated,85 min,"Horror, Thriller",,,/title/tt5143226/
33,350,The Layover,2017,4.7,12241,,,R,88 min,"Comedy, Romance",,,/title/tt4565520/
0,351,The Dawn Wall,2017,8.1,12224,,,Not Rated,100 min,"Documentary, Biography, Sport","1,082,223",$1.08M,/title/tt7286916/
1,352,Amityville: The Awakening,2017,4.8,12169,,,PG-13,85 min,"Horror, Thriller",742,$0.00M,/title/tt1935897/
2,353,Happy End,2017,6.7,12153,,,R,107 min,Drama,"301,718",$0.30M,/title/tt5304464/
3,355,Radius,2017,6.2,12134,,,Not Rated,93 min,"Sci-Fi, Thriller",,,/title/tt6097798/
4,357,Newness,2017,6.4,12022,,,Unrated,117 min,"Drama, Romance",,,/title/tt6408226/
5,359,Overdrive,2017,5.4,11942,,,PG-13,93 min,"Action, Thriller",,,/title/tt1935194/
6,360,24 Hours to Live,2017,5.8,11714,,,R,93 min,"Action, Sci-Fi, Thriller",,,/title/tt5442456/
7,361,Churchill,2017,6.2,11713,,,PG,105 min,"Biography, Drama, History","1,281,258",$1.28M,/title/tt2674454/
8,363,The Vault,2017,4.8,11581,,,Not Rated,91 min,"Crime, Horror, Mystery","5,728",$0.01M,/title/tt1785635/
9,364,Black Butterfly,2017,6.2,11537,,,R,93 min,"Crime, Mystery, Thriller",,,/title/tt2090465/
10,365,Mary Shelley,2017,6.4,11535,,,PG-13,120 min,"Biography, Drama, History","97,321",$0.10M,/title/tt3906082/
11,366,Goon: Last of the Enforcers,2017,5.8,11498,,,R,101 min,"Comedy, Sport",,,/title/tt2417712/
12,367,Shaadi Mein Zaroor Aana,2017,7.6,11459,,,,137 min,"Drama, Family, Romance",,,/title/tt7469726/
13,368,Thank You for Your Service,2017,6.5,11430,,,R,109 min,"Biography, Drama, War","9,467,000",$9.47M,/title/tt2776878/
14,369,The Man Who Invented Christmas,2017,7.0,11413,,,PG,104 min,"Biography, Comedy, Drama","5,676,486",$5.68M,/title/tt6225520/
15,370,Perfectos desconocidos,2017,7.0,11409,,,,97 min,Comedy,"1,014,507",$1.01M,/title/tt6101820/
16,371,Zashchitniki,2017,3.9,11382,,,Not Rated,89 min,"Action, Adventure, Fantasy",,,/title/tt4600952/
17,373,Hot Summer Nights,2017,6.4,11355,,,R,107 min,"Comedy, Crime, Drama",,,/title/tt3416536/
18,374,Beach Rats,2017,6.4,11298,,,R,98 min,Drama,"472,368",$0.47M,/title/tt6303866/
19,375,Toc Toc,2017,6.7,11220,,,TV-MA,90 min,Comedy,,,/title/tt6060156/
20,377,Chappaquiddick,2017,6.4,11152,,,PG-13,106 min,"Drama, History, Thriller","17,395,520",$17.40M,/title/tt5270948/
21,378,Mark Felt: The Man Who Brought Down the White House,2017,6.4,11132,,,PG-13,103 min,"Biography, Drama, History","768,946",$0.77M,/title/tt5175450/
22,379,The Villainess,2017,6.7,11105,,,Not Rated,124 min,"Action, Thriller","27,741",$0.03M,/title/tt6777338/
23,380,The Ghazi Attack,2017,7.6,11058,,,Not Rated,116 min,"Action, Thriller, War",,,/title/tt6299040/
24,381,The Bookshop,2017,6.5,11056,,,PG,113 min,Drama,"1,328,001",$1.33M,/title/tt3127022/
25,382,Mary and the Witch's Flower,2017,6.8,11010,,,PG,103 min,"Animation, Adventure, Family","2,418,404",$2.42M,/title/tt6336356/
26,383,Cold Skin,2017,6.0,10984,,,,108 min,"Adventure, Horror, Sci-Fi",,,/title/tt1034385/
27,384,Gaga: Five Foot Two,2017,7.0,10917,,,TV-MA,100 min,"Documentary, Music",,,/title/tt7291268/
28,385,The Captain,2017,7.4,10875,,,,118 min,"Drama, History, War","109,226",$0.11M,/title/tt6763252/
29,387,Along With the Gods: The Two Worlds,2017,7.3,10852,,,Not Rated,139 min,"Action, Drama, Fantasy","1,908,823",$1.91M,/title/tt7160070/
30,388,You Get Me,2017,4.6,10844,,,TV-MA,89 min,"Crime, Drama, Romance",,,/title/tt5539054/
31,389,Olaf's Frozen Adventure,2017,5.5,10778,,,G,22 min,"Animation, Short, Adventure",,,/title/tt5452780/
32,390,Batman and Harley Quinn,2017,5.9,10736,,,PG-13,74 min,"Animation, Action, Adventure",,,/title/tt6556890/
33,391,XX,2017,4.5,10728,,,R,80 min,Horror,"30,611",$0.03M,/title/tt3322892/
34,392,The Defiant Ones,2017,8.5,10553,,,,60 min,"Documentary, Biography, Crime",,,/title/tt6958022/
35,393,Shimmer Lake,2017,6.2,10515,,,TV-MA,83 min,"Crime, Drama, Mystery",,,/title/tt1386691/
36,397,The Only Living Boy in New York,2017,6.3,10447,,,R,89 min,Drama,"624,332",$0.62M,/title/tt0460890/
37,398,Vivegam,2017,5.6,10374,,,Not Rated,149 min,"Action, Thriller",,,/title/tt6878378/
38,399,Killing Gunther,2017,4.7,10331,,,R,92 min,"Action, Comedy, Thriller",,,/title/tt5689068/
39,400,Kodachrome,2017,6.8,10264,,,TV-MA,105 min,Drama,,,/title/tt1880399/
0,401,Our Souls at Night,2017,6.9,10252,,,TV-14,103 min,"Drama, Romance",,,/title/tt5034266/
1,402,Lean on Pete,2017,7.2,10250,,,R,121 min,Drama,"1,163,056",$1.16M,/title/tt5340300/
2,403,The Other Side of Hope,2017,7.2,10215,,,Not Rated,100 min,"Comedy, Drama","183,943",$0.18M,/title/tt5222918/
3,404,Resident Evil: Vendetta,2017,6.3,10182,,,R,97 min,"Animation, Action, Adventure",,,/title/tt5776208/
4,406,Faces Places,2017,7.9,9975,,,PG,94 min,Documentary,"953,717",$0.95M,/title/tt5598102/
5,407,Voice from the Stone,2017,5.2,9896,,,R,94 min,"Drama, Mystery, Thriller",,,/title/tt1544608/
6,408,Please Stand By,2017,6.7,9880,,,PG-13,93 min,"Comedy, Drama","9,868",$0.01M,/title/tt4652650/
7,409,The Children Act,2017,6.7,9752,,,R,105 min,Drama,"513,381",$0.51M,/title/tt6040662/
8,412,Wilson,2017,5.8,9608,,,R,94 min,"Comedy, Drama","652,997",$0.65M,/title/tt1781058/
9,413,Coincidence,2017,7.2,9502,,,Not Rated,105 min,"Mystery, Thriller","298,032",$0.30M,/title/tt6692354/
10,414,Double Lover,2017,6.2,9496,,,Not Rated,107 min,"Drama, Romance, Thriller","167,581",$0.17M,/title/tt6367558/
11,415,First Kill,2017,5.0,9468,,,R,97 min,"Action, Thriller",,,/title/tt5884234/
12,416,Beast,2017,6.8,9407,,,R,107 min,"Crime, Drama, Mystery","800,365",$0.80M,/title/tt5628302/
13,417,Badrinath Ki Dulhania,2017,6.2,9350,,,Not Rated,139 min,"Comedy, Drama, Romance","1,988,441",$1.99M,/title/tt6277440/
14,418,Attraction,2017,5.5,9299,,,R,117 min,"Drama, Romance, Sci-Fi",,,/title/tt4731148/
15,419,Acts of Vengeance,2017,5.7,9288,,,R,87 min,"Action, Drama, Thriller",,,/title/tt6288694/
16,420,La Mante,2017,7.5,9251,,,,52 min,"Crime, Drama, Thriller",,,/title/tt6467482/
17,421,Small Town Crime,2017,6.6,9251,,,R,91 min,"Crime, Mystery, Thriller",,,/title/tt5751998/
18,422,Patti Cake$,2017,6.8,9230,,,R,109 min,"Drama, Music","800,148",$0.80M,/title/tt6288250/
19,424,Aterrados,2017,6.5,9193,,,Not Rated,87 min,Horror,,,/title/tt7549892/
20,425,The Invisible Guardian,2017,6.3,9159,,,,129 min,Thriller,,,/title/tt4924942/
21,427,Wonderstruck,2017,6.2,9050,,,PG,116 min,"Drama, Mystery","1,033,632",$1.03M,/title/tt5208216/
22,432,Salyut-7,2017,7.2,8949,,,,111 min,"Action, Drama, History",,,/title/tt6537238/
23,433,How To Talk To Girls at Parties,2017,5.7,8926,,,R,102 min,"Comedy, Music, Romance","84,809",$0.08M,/title/tt3859310/
24,434,Gunpowder,2017,6.6,8803,,,TV-MA,59 min,"Drama, History",,,/title/tt6128262/
25,436,The Vanishing of Sidney Hall,2017,6.9,8793,,,R,119 min,"Drama, Mystery, Romance",,,/title/tt1291566/
26,438,Bushwick,2017,5.2,8763,,,TV-MA,94 min,"Action, Adventure, Drama",,,/title/tt4720702/
27,439,Anna and the Apocalypse,2017,6.0,8728,,,R,93 min,"Comedy, Horror, Musical","545,597",$0.55M,/title/tt6433880/
28,441,Beatriz at Dinner,2017,6.0,8659,,,R,82 min,"Comedy, Drama","7,115,854",$7.12M,/title/tt5929750/
29,445,Spyder,2017,6.6,8607,,,Not Rated,155 min,"Action, Thriller",,,/title/tt6522546/
30,446,The Place,2017,7.0,8602,,,,105 min,"Drama, Mystery, Thriller",,,/title/tt7063210/
31,447,On Chesil Beach,2017,6.3,8584,,,R,110 min,"Drama, Music, Romance","745,971",$0.75M,/title/tt1667321/
32,448,Detective Jagga,2017,6.5,8567,,,TV-14,161 min,"Action, Adventure, Comedy","490,232",$0.49M,/title/tt4129428/
33,450,Theeran Adhigaram Ondru,2017,8.2,8551,,,Not Rated,157 min,"Action, Crime, Thriller",,,/title/tt7060460/
0,452,C'est la vie!,2017,6.8,8498,,,,117 min,"Comedy, Drama, Romance",,,/title/tt5699154/
1,454,Kung Fu Yoga,2017,5.2,8490,,,Not Rated,107 min,"Action, Adventure, Comedy","362,657",$0.36M,/title/tt4217392/
2,457,Errementari,2017,6.3,8434,,,TV-MA,98 min,"Fantasy, Horror",,,/title/tt5592878/
3,458,The Pirates of Somalia,2017,6.7,8380,,,R,116 min,"Biography, Drama",,,/title/tt5126922/
4,459,American Renegades,2017,5.4,8359,,,PG-13,106 min,"Action, Adventure, Crime",,,/title/tt4106376/
5,460,The Polka King,2017,5.9,8341,,,TV-14,95 min,"Biography, Comedy, Drama",,,/title/tt5539052/
6,462,Christmas Inheritance,2017,5.7,8323,,,,104 min,"Comedy, Drama",,,/title/tt7608534/
7,465,Day of the Dead: Bloodline,2017,3.4,8206,,,R,90 min,Horror,,,/title/tt3053228/
8,467,Film Stars Don't Die in Liverpool,2017,6.7,8191,,,R,105 min,"Biography, Drama, Romance","1,026,124",$1.03M,/title/tt5711148/
9,468,Ryde,2017,5.9,8166,,,TV-MA,84 min,"Crime, Horror, Thriller",,,/title/tt5339418/
10,470,Tuntematon sotilas,2017,7.8,8140,,,,132 min,"Drama, War",,,/title/tt4065552/
11,471,What Did Jack Do?,2017,6.5,8137,,,TV-14,17 min,"Short, Comedy, Crime",,,/title/tt11644096/
12,473,Escape Room,2017,4.2,8124,,,R,81 min,"Horror, Thriller",,,/title/tt5159414/
13,474,Mom,2017,7.3,8071,,,TV-MA,146 min,"Crime, Drama, Thriller",,,/title/tt5690142/
14,475,Shubh Mangal Savdhan,2017,6.9,8066,,,Not Rated,119 min,"Comedy, Romance","689,874",$0.69M,/title/tt6971752/
15,476,The White Princess,2017,7.6,8062,,,TV-MA,60 min,"Drama, History",,,/title/tt5705956/
16,478,Tragedy Girls,2017,6.0,8026,,,R,98 min,"Comedy, Crime, Horror","61,899",$0.06M,/title/tt3859272/
17,481,Sweet Virginia,2017,6.2,7813,,,R,93 min,"Drama, Thriller","10,456",$0.01M,/title/tt2582498/
18,482,Bullet Head,2017,5.4,7798,,,R,93 min,"Crime, Drama, Thriller",,,/title/tt6204340/
19,483,Twins 2,2017,3.8,7796,,,TV-14,145 min,"Action, Comedy","1,431,255",$1.43M,/title/tt5456546/
20,484,Revolt,2017,5.2,7790,,,R,87 min,"Action, Sci-Fi",,,/title/tt3722614/
21,486,The Lodgers,2017,5.1,7753,,,R,92 min,"Drama, Horror, Romance",,,/title/tt4399952/
22,490,Bleeding Steel,2017,5.2,7724,,,R,109 min,"Action, Adventure, Sci-Fi",,,/title/tt5813366/
23,491,Hotchpotch Again,2017,4.9,7709,,,Not Rated,140 min,"Action, Comedy, Fantasy","1,013,893",$1.01M,/title/tt1806913/
24,493,Win It All,2017,6.2,7696,,,TV-MA,88 min,Comedy,,,/title/tt3155328/
25,494,Inconceivable,2017,5.2,7688,,,R,105 min,Thriller,,,/title/tt3481634/
26,495,The Hero,2017,6.5,7639,,,R,96 min,"Drama, Romance, Western","4,077,333",$4.08M,/title/tt5655222/
27,496,Rebel in the Rye,2017,6.7,7632,,,PG-13,106 min,"Biography, Drama, Romance","378,294",$0.38M,/title/tt4986134/
28,498,November Criminals,2017,5.3,7610,,,PG-13,86 min,"Crime, Drama, Mystery",,,/title/tt3266284/
29,499,The Hunter's Prayer,2017,5.5,7520,,,R,91 min,"Action, Thriller",,,/title/tt2674358/
30,500,Custody,2017,7.5,7488,,,,93 min,Drama,"83,882",$0.08M,/title/tt6002232/
0,503,The Humanity Bureau,2017,4.8,7442,,,R,95 min,"Action, Adventure, Sci-Fi",,,/title/tt6143568/
1,505,Sachin - A Billion Dreams,2017,8.6,7434,,,,138 min,"Documentary, Sport",,,/title/tt4640206/
2,507,The Man from Earth: Holocene,2017,5.3,7414,,,,98 min,"Drama, Fantasy, Sci-Fi","5,472",$0.01M,/title/tt5770864/
3,509,An Inconvenient Sequel: Truth to Power,2017,6.4,7400,,,PG,98 min,Documentary,"3,496,795",$3.50M,/title/tt6322922/
4,512,The Case for Christ,2017,6.2,7351,,,PG,112 min,"Biography, Drama","14,678,714",$14.68M,/title/tt6113488/
5,513,Bairavaa,2017,5.9,7348,,,Not Rated,169 min,"Action, Thriller",,,/title/tt6201292/
6,514,Les affamés,2017,5.9,7324,,,TV-MA,104 min,"Drama, Horror",,,/title/tt6243140/
7,515,The Dinner,2017,4.5,7251,,,R,120 min,"Crime, Drama, Thriller","1,322,839",$1.32M,/title/tt3203620/
8,516,Au revoir là-haut,2017,7.5,7240,,,TV-MA,117 min,"Comedy, Crime, Drama",,,/title/tt5258850/
9,520,La ragazza nella nebbia,2017,6.8,7215,,,PG-13,128 min,"Crime, Mystery, Thriller",,,/title/tt6892400/
10,521,The Whiskey Bandit,2017,7.5,7195,,,,126 min,"Action, Biography, Crime",,,/title/tt5871080/
11,522,Buster's Mal Heart,2017,6.1,7195,,,Unrated,96 min,"Drama, Mystery, Thriller","72,622",$0.07M,/title/tt5173032/
12,523,Godzilla: Planet of the Monsters,2017,6.0,7170,,,TV-14,89 min,"Animation, Action, Sci-Fi",,,/title/tt5979874/
13,529,Mommy Dead and Dearest,2017,7.4,7080,,,TV-MA,82 min,"Documentary, Crime",,,/title/tt6442978/
14,530,Pyewacket,2017,5.8,7043,,,Not Rated,90 min,"Drama, Horror, Mystery",,,/title/tt5119116/
15,531,The Last Word,2017,6.6,7021,,,R,108 min,"Comedy, Drama","1,782,667",$1.78M,/title/tt5023260/
16,533,The Cured,2017,5.5,6975,,,R,95 min,"Drama, Horror, Sci-Fi","20,261",$0.02M,/title/tt3463106/
17,537,Journey's End,2017,6.6,6907,,,R,107 min,"Drama, War","156,164",$0.16M,/title/tt3780500/
18,539,The Great Father,2017,7.3,6881,,,PG,151 min,"Action, Crime, Drama",,,/title/tt5996836/
19,541,Deadpool: No Good Deed,2017,8.1,6873,,,Not Rated,4 min,"Short, Comedy, Crime",,,/title/tt6612630/
20,542,Bokeh,2017,5.0,6845,,,TV-MA,92 min,"Drama, Sci-Fi",,,/title/tt3722062/
21,545,El Camino Christmas,2017,5.7,6791,,,TV-MA,89 min,"Comedy, Crime, Western",,,/title/tt3255590/
22,546,Alibi.com,2017,6.5,6772,,,,90 min,Comedy,,,/title/tt5657028/
23,549,The Leisure Seeker,2017,6.7,6736,,,R,112 min,"Adventure, Comedy, Drama","3,226,443",$3.23M,/title/tt3741632/
0,551,The Mercy,2017,6.0,6724,,,Not Rated,112 min,"Adventure, Biography, Drama",,,/title/tt3319730/
1,553,Submergence,2017,5.4,6716,,,Not Rated,112 min,"Drama, Romance, Thriller",,,/title/tt3563262/
2,554,Wet Hot American Summer: Ten Years Later,2017,6.9,6710,,,TV-MA,30 min,Comedy,,,/title/tt5669272/
3,555,Sweet Country,2017,6.9,6704,,,R,113 min,"Adventure, Crime, Drama","95,609",$0.10M,/title/tt6958212/
4,557,Kill Switch,2017,4.8,6689,,,R,91 min,"Action, Sci-Fi, Thriller",,,/title/tt5464234/
5,559,The Nile Hilton Incident,2017,6.7,6658,,,Unrated,111 min,"Crime, Drama, Mystery","81,089",$0.08M,/title/tt5540188/
6,560,The Crucifixion,2017,5.1,6623,,,R,90 min,"Horror, Mystery, Thriller",,,/title/tt4181782/
7,562,Aloko Udapadi,2017,9.0,6597,,,,113 min,"Drama, History",,,/title/tt5963218/
8,563,Bomb City,2017,6.8,6596,,,TV-MA,98 min,"Crime, Drama","59,329",$0.06M,/title/tt4351548/
9,564,The Recall,2017,4.3,6594,,,R,90 min,"Action, Sci-Fi, Thriller","22,943",$0.02M,/title/tt5669936/
10,566,Pengabdi Setan,2017,6.6,6562,,,Not Rated,107 min,"Drama, Horror, Mystery",,,/title/tt7076834/
11,568,Blame!,2017,6.7,6536,,,TV-14,106 min,"Animation, Action, Drama",,,/title/tt6574146/
12,569,Diary of a Wimpy Kid: The Long Haul,2017,4.3,6512,,,PG,91 min,"Comedy, Family","20,638,993",$20.64M,/title/tt6003368/
13,570,Vengeance: A Love Story,2017,5.2,6498,,,TV-MA,99 min,"Action, Crime, Drama",,,/title/tt5460530/
14,571,Extortion,2017,6.2,6485,,,R,108 min,"Action, Adventure, Crime",,,/title/tt2957760/
15,573,Kiborgy. Heroyi ne vmyrayut,2017,7.9,6464,,,,112 min,"Action, Drama, War",,,/title/tt7691572/
16,574,Viceroy's House,2017,6.7,6454,,,Not Rated,106 min,"Biography, Drama, History","1,105,717",$1.11M,/title/tt4977530/
17,576,Flower,2017,6.0,6445,,,R,90 min,"Comedy, Drama","327,628",$0.33M,/title/tt2582784/
18,577,Wolf Warrior 2,2017,6.0,6382,,,Not Rated,123 min,"Action, Drama, Thriller","2,721,100",$2.72M,/title/tt7131870/
19,579,Small Crimes,2017,5.8,6359,,,TV-MA,95 min,"Crime, Drama, Thriller",,,/title/tt5717492/
20,581,OHA Diyorum,2017,2.0,6281,,,,90 min,Comedy,,,/title/tt7535868/
21,582,Powerless,2017,6.3,6274,,,,21 min,"Comedy, Fantasy, Sci-Fi",,,/title/tt5083928/
22,586,Clinical,2017,5.1,6231,,,,104 min,"Horror, Thriller",,,/title/tt5577742/
23,587,Dismissed,2017,5.7,6207,,,Not Rated,87 min,"Drama, Horror, Thriller",,,/title/tt5039994/
24,589,Unacknowledged,2017,7.0,6191,,,Not Rated,100 min,Documentary,,,/title/tt6400614/
25,594,2036: Nexus Dawn,2017,7.0,6126,,,,6 min,"Short, Sci-Fi",,,/title/tt7326248/
26,596,Avicii: True Stories,2017,7.6,6086,,,Not Rated,97 min,"Documentary, Biography, Music",,,/title/tt7357302/
27,597,The Star,2017,6.2,6079,,,PG,86 min,"Animation, Adventure, Comedy","40,852,824",$40.85M,/title/tt4587656/
28,598,Foxtrot,2017,7.3,6067,,,R,113 min,Drama,"618,883",$0.62M,/title/tt6896536/
29,599,Get Me Roger Stone,2017,7.4,6059,,,TV-14,92 min,"Documentary, Biography",,,/title/tt6714534/
0,601,Estiu 1993,2017,7.1,6022,,,,97 min,"Drama, Family","183,570",$0.18M,/title/tt5897636/
1,602,The Brawler,2017,8.0,6018,,,Not Rated,154 min,"Action, Drama, Sport","75,929",$0.08M,/title/tt7180544/
2,603,Órbita 9,2017,5.9,6012,,,TV-14,95 min,"Drama, Romance, Sci-Fi",,,/title/tt3469798/
3,604,Qarib Qarib Single,2017,7.1,6007,,,,125 min,"Comedy, Romance",,,/title/tt7399470/
4,609,Fathom Premieres 6 Below: Miracle on the Mountain,2017,5.7,5922,,,PG-13,98 min,"Adventure, Biography, Drama",,,/title/tt5503688/
5,612,I Am Heath Ledger,2017,7.4,5896,,,Not Rated,90 min,"Documentary, Biography",,,/title/tt6739646/
6,613,Half Girlfriend,2017,4.4,5891,,,TV-PG,135 min,"Drama, Romance",,,/title/tt5474042/
7,616,Just Getting Started,2017,4.5,5863,,,PG-13,91 min,"Comedy, Crime","6,069,605",$6.07M,/title/tt5721088/
8,618,The Clapper,2017,5.1,5858,,,R,89 min,"Comedy, Drama",,,/title/tt5461956/
